Protein ID,Gene name,Hep G2,HepA,LX2,Liver,PorV,hHEP,hHSC,hHSC TWNT4,hKC,hLSEC,hLSEC SK Hep1,Protein name
A0A087WSW9,TXNRD1,2228200000,1836550000,2325400000,1782850000,2837400000,769920000,5427200000,6582400000,1681600000,2909500000,5871000000,"Thioredoxin reductase 1, cytoplasmic"
A0A0A0MTB8,WDR36,1406500000,54344000,997050000,170010000,37693500,770410000,890100000,315470000,224260000,1320900000,1764800000,WD repeat-containing protein 36
Q99615,DNAJC7,2014400000,325490000,2125300000,690580000,371735000,770880000,804350000,846610000,942720000,788850000,1968900000,DnaJ homolog subfamily C member 7
Q6NUK1,SLC25A24,1215000000,2038650000,6738900000,1194650000,1651900000,772200000,3751200000,7501600000,4710100000,9764000000,7851800000,Calcium-binding mitochondrial carrier protein SCaMC-1
Q9H8Y8,GORASP2,3549700000,586935000,1628100000,1453750000,740880000,773230000,1735600000,2813300000,963000000,1666000000,1464200000,Golgi reassembly-stacking protein 2
O60645-2,EXOC3,449330000,867270000,1034300000,1070400000,860230000,773700000,2005500000,1536100000,1118800000,1416700000,1600500000,Exocyst complex component 3
Q9H330-2,TMEM245,712940000,482905000,566350000,380000000,665165000,773830000,931470000,536460000,191420000,876570000,225000000,Transmembrane protein 245
Q9UHD2,TBK1,1025400000,558785000,995960000,1030560000,636430000,774660000,865050000,1072100000,1302400000,1139600000,1071900000,Serine/threonine-protein kinase TBK1
Q96EE3,SEH1L,678900000,84797000,624960000,255530000,105014500,775260000,810250000,408170000,990990000,679930000,586220000,Nucleoporin SEH1
P49959,MRE11A,1201000000,519995000,1657700000,506435000,417435000,775350000,1290300000,1403000000,1128600000,1597600000,1648100000,Double-strand break repair protein MRE11A
Q53T59,HS1BP3,643960000,719600000,414160000,1032400000,1106500000,775900000,376700000,830650000,710380000,267040000,1431800000,HCLS1-binding protein 3
B5MCF9,PES1,3329500000,88870000,885740000,320965000,139205000,776090000,1403400000,938950000,643360000,2026200000,1813900000,Pescadillo homolog
Q9NZL4,HSPBP1,727550000,308185000,1163600000,399010000,309080000,776950000,317090000,371170000,537530000,498990000,651120000,Hsp70-binding protein 1
O75376,NCOR1,749490000,1400035000,1570700000,746360000,1590395000,777210000,588450000,881390000,1436700000,2192700000,783900000,Nuclear receptor corepressor 1
Q13547,HDAC1,3635900000,334450000,2815900000,756380000,385365000,779390000,1124200000,1825600000,2483900000,2253500000,1737500000,Histone deacetylase 1
P50402,EMD,1009000000,1633600000,3483200000,1225300000,1937450000,779400000,2801000000,3333200000,544900000,5316300000,4348700000,Emerin
Q02790,FKBP4,5473100000,1159500000,10171000000,2428900000,1431350000,780540000,1144200000,2486400000,1295300000,1336700000,3537500000,Peptidyl-prolyl cis-trans isomerase FKBP4
Q92556,ELMO1,174820000,282635000,73672000,864130000,241845000,780580000,779340000,91950000,3000100000,101660000,294050000,Engulfment and cell motility protein 1
Q12802-4,AKAP13,676260000,478065000,1169800000,1403350000,458735000,781510000,1186200000,839720000,1904400000,1333700000,1809600000,A-kinase anchor protein 13
Q9BUL8,PDCD10,832320000,412560000,1039700000,348875000,457310000,782570000,679050000,519070000,570920000,518980000,795670000,Programmed cell death protein 10
Q15836,VAMP3,1323400000,1376250000,2046600000,1237400000,1236200000,782700000,3137500000,1809600000,925680000,2369800000,1647200000,Vesicle-associated membrane protein 3
P09493-8,P09493-8,1519500000,4706450000,3407100000,1807600000,3844100000,783390000,7861800000,8619300000,331270000,1479400000,5822600000,
A0A087X020,SBDS,1812400000,2756350000,3686800000,1654400000,2458600000,783610000,1013900000,1835900000,751580000,706080000,4082700000,Ribosome maturation protein SBDS
Q5T5C7,SARS,3129200000,1586350000,1806900000,3946250000,1818450000,783690000,1402000000,1596700000,1650200000,1531000000,4549700000,"Serine--tRNA ligase, cytoplasmic"
P22694-2,PRKACB,461680000,1100350000,926720000,1133450000,1403100000,783710000,1004600000,906560000,1061700000,1261800000,818930000,cAMP-dependent protein kinase catalytic subunit beta
Q9UIQ6,LNPEP,510580000,1134700000,1073500000,482340000,1114600000,783800000,2549800000,1687500000,2127200000,2792500000,2577400000,Leucyl-cystinyl aminopeptidase
P10398,ARAF,317090000,465855000,546720000,553735000,369060000,784590000,477410000,368560000,664700000,281170000,493110000,Serine/threonine-protein kinase A-Raf
Q9Y5J7,TIMM9,720050000,369070000,399500000,398325000,376515000,784620000,225030000,770740000,154860000,930710000,905910000,Mitochondrial import inner membrane translocase subunit Tim9
K4DI93,CUL4B,2141500000,626870000,3931300000,991745000,545880000,785440000,1707100000,2004300000,1165900000,5066200000,7376700000,Cullin-4B
P51452,DUSP3,567580000,1578400000,685110000,1144900000,3073100000,786040000,524350000,528080000,743560000,271250000,436960000,Dual specificity protein phosphatase 3
Q9Y2R0,COA3,369080000,203525000,251540000,587085000,135790000,787180000,214340000,417510000,382940000,738960000,340140000,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial"
P05091-2,ALDH2,324460000,398230000,,1247800000,265290000,788210000,182170000,,620725000,,,"Aldehyde dehydrogenase, mitochondrial"
P10586-2,PTPRF,441540000,390290000,832180000,661990000,567680000,789480000,486650000,695140000,195980000,243350000,541330000,Receptor-type tyrosine-protein phosphatase F
Q12789,GTF3C1,3526600000,442465000,1967400000,641545000,356425000,791300000,1247300000,950510000,1168100000,2610700000,2113300000,General transcription factor 3C polypeptide 1
Q12882,DPYD,251250000,502380000,328330000,1971400000,818790000,792000000,192770000,867630000,2844000000,224920000,1785100000,Dihydropyrimidine dehydrogenase [NADP(+)]
P19971,TYMP,1176800000,970730000,163230000,9061950000,1883350000,792210000,290030000,250580000,6246300000,357270000,5907600000,Thymidine phosphorylase
A0A087X1G7,15-Sep,8999700,80048500,78141000,365200000,111926500,792700000,190330000,125610000,466270000,98393000,9632400,15 kDa selenoprotein
Q9BZF1,OSBPL8,755950000,338940000,960930000,512310000,452995000,793050000,4548200000,788740000,1092100000,1844700000,950010000,Oxysterol-binding protein-related protein 8
Q86X76-2,NIT1,293690000,415400000,348930000,1679500000,446440000,794050000,251250000,420760000,583710000,230570000,478030000,Nitrilase homolog 1
Q8NCW5,APOA1BP,652790000,843100000,988980000,1202150000,972275000,795390000,553060000,703290000,537220000,219480000,890200000,NAD(P)H-hydrate epimerase
O43504,LAMTOR5,324630000,284070000,301200000,568820000,344595000,796960000,1210700000,1130100000,1231200000,638380000,746240000,Ragulator complex protein LAMTOR5
O94776,MTA2,1675600000,378330000,2766400000,748595000,339335000,796990000,1202000000,1942400000,2412600000,2374100000,1487000000,Metastasis-associated protein MTA2
Q9Y223-2,GNE,816250000,97284500,442830000,1189700000,142630000,797130000,194770000,234940000,497840000,248210000,264930000,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase
Q9NR19,ACSS2,715700000,457900000,296270000,1444550000,566960000,797530000,251160000,466420000,382240000,383700000,595410000,"Acetyl-coenzyme A synthetase, cytoplasmic"
P13489,RNH1,4005400000,5545250000,4204900000,4836800000,5616350000,797780000,6861000000,12833000000,6398000000,3337200000,7463300000,Ribonuclease inhibitor
P13674-2,P4HA1,13427000000,439075000,6671300000,1635200000,699695000,797830000,14693000000,15455000000,849790000,3447800000,1492300000,Prolyl 4-hydroxylase subunit alpha-1
Q12792,TWF1,1331100000,761485000,3318500000,1520550000,1009805000,800670000,1665800000,1564100000,718460000,704360000,2402900000,Twinfilin-1
O43374,RASA4,132980000,315465000,245130000,295440000,308570000,800690000,331230000,129760000,183840000,335970000,169200000,Ras GTPase-activating protein 4
Q9H6K4,OPA3,59783000,87847000,135890000,153240000,87264000,801440000,130620000,102720000,143520000,71810000,78880000,Optic atrophy 3 protein
Q96AE4,FUBP1,6087600000,655900000,5623800000,2265250000,764975000,801490000,1984500000,4445900000,3014600000,2888400000,8258600000,Far upstream element-binding protein 1
Q7Z3B4-3,NUP54,1909700000,300940000,1826000000,500970000,335430000,801940000,933200000,1266800000,1046100000,1401900000,1200100000,Nucleoporin p54
O43704,SULT1B1,51459000,119342500,67810000,763525000,73251500,802390000,22346000,544550000,464320000,168420000,76098000,Sulfotransferase family cytosolic 1B member 1
Q9NVM9,ASUN,1211200000,560445000,997750000,510635000,1807550000,803140000,732240000,966030000,854190000,722450000,2314200000,Protein asunder homolog
O43157-2,PLXNB1,395780000,393485000,109410000,349435000,441810000,805780000,401560000,110000000,103280000,323250000,51590000,Plexin-B1
Q9H4A4,RNPEP,2182900000,1202900000,2066800000,4005750000,1882750000,806120000,1549200000,2823300000,5422000000,907650000,3045400000,Aminopeptidase B
Q9Y376,CAB39,977700000,1520750000,2218600000,1155550000,1498400000,806270000,608010000,1221500000,3058200000,538560000,1395500000,Calcium-binding protein 39
Q9HA77,CARS2,487550000,174705000,228950000,423345000,171620000,806610000,535360000,264480000,420740000,377360000,805030000,"Probable cysteine--tRNA ligase, mitochondrial"
P02750,LRG1,56399000,2157000000,33817000,961390000,1782300000,806740000,59727000,61392000,206210000,38982000,37948000,Leucine-rich alpha-2-glycoprotein
P19652,ORM2,34137000,2076100000,13823000,759905000,2407000000,806780000,22627750,24719000,124470000,12920000,33482000,Alpha-1-acid glycoprotein 2
Q8ND30,PPFIBP2,276200000,123615000,44088000,733230000,56819500,807190000,300780000,188130000,98654000,115846500,91577000,Liprin-beta-2
Q6ZXV5-2,TMTC3,879900000,212195000,895770000,473355000,345035000,807280000,1753200000,1103500000,137540000,2810000000,721040000,Transmembrane and TPR repeat-containing protein 3
Q8TAT6,NPLOC4,2177500000,790845000,3203400000,1570050000,893005000,807740000,1630900000,2463900000,777720000,1376700000,2488100000,Nuclear protein localization protein 4 homolog
Q9H0V9,LMAN2L,385250000,85308500,426510000,153185000,87557500,808390000,582610000,299990000,137540000,465260000,200590000,VIP36-like protein
Q6P3W7,SCYL2,866180000,602640000,1415200000,794625000,805020000,808580000,1184900000,924470000,928360000,1036300000,1457900000,SCY1-like protein 2
Q9Y3L5,RAP2C,36504000,64006000,77134000,331220000,73002500,809250000,281570000,106180000,446680000,257870000,45601000,Ras-related protein Rap-2c
O00754,MAN2B1,769670000,286770000,326060000,1179150000,493980000,809400000,1412200000,2307200000,3444800000,535550000,826360000,Lysosomal alpha-mannosidase
Q9P2J5,LARS,3607600000,1160650000,4675900000,2119800000,1036750000,809530000,3956400000,3113700000,1508000000,3321100000,6980500000,"Leucine--tRNA ligase, cytoplasmic"
A6NHR9,SMCHD1,3221300000,347320000,5933100000,824940000,417300000,809580000,1366700000,2272900000,2623100000,3205800000,1953900000,Structural maintenance of chromosomes flexible hinge domain-containing protein 1
Q8N2K0,ABHD12,861770000,148748000,886100000,390170000,202565000,809810000,1705400000,502840000,1092500000,1682200000,708490000,Monoacylglycerol lipase ABHD12
P80723,BASP1,104720000,3340550000,18127000000,3107850000,748715000,811040000,6540400000,17402000000,6075300000,4888800000,14732000000,Brain acid soluble protein 1
C9JEJ2,PCYT1A,1460300000,470240000,1219800000,768130000,574695000,811080000,1050100000,735400000,1165300000,1096700000,1436100000,Choline-phosphate cytidylyltransferase A
G3XAM2,CFI,276990000,601570000,63270000,493365000,716845000,811470000,33094000,126200000,73105000,38657000,35180000,Complement factor I
Q5VTI5,PLEKHA6,227160000,251570000,291770000,906610000,81256500,811560000,80579500,92249000,289900000,55156500,95110000,Pleckstrin homology domain-containing family A member 6
Q9NXA8,SIRT5,560220000,100401000,152760000,930755000,169625000,811600000,104440000,118290000,197860000,128140000,430630000,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
A0A0A0MR49,CYP4F12,153530000,157305000,84509000,278670000,42795000,812280000,71478000,37756000,89137000,58239000,47130000,Cytochrome P450 4F12
P26196,DDX6,2227300000,980455000,4374100000,1350750000,961130000,813120000,1505500000,1986700000,1590500000,1756900000,3053300000,Probable ATP-dependent RNA helicase DDX6
A0A024RCG2,SLC22A18,,,,134335000,8187900,813510000,130240000,,96775000,123270000,,Solute carrier family 22 member 18
J3KQU4,TOM1L1,395950000,94322000,366220000,662350000,57849000,813950000,65220500,98195000,243320000,51852000,804770000,TOM1-like protein 1
A0A1W2PNW1,STAT6,273460000,704650000,578000000,597275000,624070000,813950000,795010000,703240000,785720000,982370000,748210000,Signal transducer and activator of transcription 6
O00330-3,PDHX,2016600000,548980000,444790000,907880000,670425000,814110000,480330000,1206400000,607220000,953530000,676500000,"Pyruvate dehydrogenase protein X component, mitochondrial"
Q96E52,OMA1,28827000,43321000,65314000,207765000,75890500,814990000,70891000,23144000,116450000,71655000,65630000,"Metalloendopeptidase OMA1, mitochondrial"
P08579,SNRPB2,2636100000,252355000,1952000000,521765000,337125000,815020000,1011900000,1415500000,1365600000,1138000000,1997700000,U2 small nuclear ribonucleoprotein B
Q70UQ0-4,IKBIP,4195500000,398530000,3191700000,567505000,437185000,815680000,12664000000,10551000000,1412500000,16689000000,4619900000,Inhibitor of nuclear factor kappa-B kinase-interacting protein
Q9Y5L4,TIMM13,943480000,112474500,257270000,1610500000,133280000,815690000,398330000,628820000,631790000,413780000,1084100000,Mitochondrial import inner membrane translocase subunit Tim13
Q93063,EXT2,801220000,1103495000,469940000,264735000,796510000,815930000,1076800000,1489000000,642170000,2107600000,918800000,Exostosin-2
P49588,AARS,8909300000,2646600000,6086000000,6636700000,2932750000,816670000,2161500000,4607300000,2350400000,2569900000,13895000000,"Alanine--tRNA ligase, cytoplasmic"
Q9BU23-2,LMF2,590780000,180975000,368700000,475095000,187180000,816840000,1796400000,1168500000,342950000,1454400000,395070000,Lipase maturation factor 2
P00846,MT-ATP6,,,,467160000,,819490000,,,,,,ATP synthase subunit a
Q8IWJ2,GCC2,1536200000,444475000,1842500000,845215000,543055000,820020000,2325700000,1705400000,956960000,2697900000,1662000000,GRIP and coiled-coil domain-containing protein 2
P33897,ABCD1,725830000,135915000,151050000,287730000,138120000,820870000,702680000,110350000,641900000,324480000,344130000,ATP-binding cassette sub-family D member 1
P06727,APOA4,97591000,20771500000,74768000,6088450000,16317500000,821180000,407500000,292480000,230590000,168830000,87882000,Apolipoprotein A-IV
Q96G03,PGM2,1300600000,1749650000,3058100000,3589150000,1821950000,821780000,641100000,2220100000,3328500000,889150000,2211100000,Phosphoglucomutase-2
E9PLK3,NPEPPS,6904900000,3407800000,10126000000,3685700000,5219850000,822480000,2272900000,5842200000,4036000000,1632600000,8464600000,Puromycin-sensitive aminopeptidase
P33260,CYP2C18,56545000,28697000,17892000,121550000,18488500,823730000,29063000,9401200,56689000,48061000,26235000,Cytochrome P450 2C18
D6RGI3,11-Sep,1636400000,3254550000,5606600000,3049650000,3713400000,824410000,7424800000,6234800000,1199600000,4244600000,6504700000,Septin-11
Q7LBR1,CHMP1B,1177400000,614590000,2740700000,264760000,644210000,824580000,576000000,751250000,769600000,417890000,365270000,Charged multivesicular body protein 1b
Q92692,PVRL2,786120000,200420000,719270000,415810000,162980000,824970000,931520000,723560000,419160000,1634200000,346110000,Nectin-2
Q96A65,EXOC4,863690000,687615000,1381400000,977540000,733730000,825820000,1737200000,1788000000,894760000,1850500000,2123300000,Exocyst complex component 4
P63316,TNNC1,449870000,,,,,827800000,,529490000,300315000,,,"Troponin C, slow skeletal and cardiac muscles"
P00734,F2,2182800000,1828200000,660730000,1385100000,2442300000,828110000,854720000,424040000,807160000,427270000,369880000,Prothrombin
Q9P0S9,TMEM14C,93819000,108905000,158660000,83838500,156210000,828510000,315010000,153690000,893320000,479110000,282520000,Transmembrane protein 14C
