Protein,cluster_anchorprotein,int_mean,Symbol,Genename,ENSEMBL
Q99JT9,4,977.9778804781014,Adi1,acireductone dioxygenase 1,ENSMUSG00000020629
Q99JX4,4,1217.868559330355,Eif3m,"eukaryotic translation initiation factor 3, subunit M",ENSMUSG00000027170
Q99JY0,4,13735.546628611624,Hadhb,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,ENSMUSG00000059447
Q99JY9,4,3779.700108858701,Actr3,ARP3 actin-related protein 3,ENSMUSG00000026341
Q99JZ4,4,1505.1771169200924,Sar1a,secretion associated Ras related GTPase 1A,ENSMUSG00000020088
Q99K23,4,1099.5303680378124,Ufsp2,UFM1-specific peptidase 2,ENSMUSG00000031634
Q99K28,4,1622.614699343203,Arfgap2,ADP-ribosylation factor GTPase activating protein 2,ENSMUSG00000027255
Q99K48,4,3624.036141095455,Nono,"non-POU-domain-containing, octamer binding protein",ENSMUSG00000031311
Q99K51,4,2252.372277792875,Pls3,plastin 3 (T-isoform),ENSMUSG00000016382
Q99K67,4,4751.607027125126,Aass,aminoadipate-semialdehyde synthase,ENSMUSG00000029695
Q99KB8,4,2419.6764038844976,Hagh,hydroxyacyl glutathione hydrolase,ENSMUSG00000024158
Q99KC8,4,1396.7247071771321,Vwa5a,von Willebrand factor A domain containing 5A,ENSMUSG00000023186
Q99KF1,4,5819.337647566047,Tmed9,transmembrane p24 trafficking protein 9,ENSMUSG00000058569
Q99KG5,4,1296.7386264324264,Lsr,lipolysis stimulated lipoprotein receptor,ENSMUSG00000001247
Q99KI0,4,4997.9177344707505,Aco2,"aconitase 2, mitochondrial",ENSMUSG00000022477
Q99KJ8,4,1000.6680724748009,Dctn2,dynactin 2,ENSMUSG00000025410
Q99KK7,4,1526.4687632623804,Dpp3,dipeptidylpeptidase 3,ENSMUSG00000063904
Q99KP6,4,1947.6500585126034,Prpf19,pre-mRNA processing factor 19,ENSMUSG00000024735
Q99KQ4,4,2366.6594584472687,Nampt,nicotinamide phosphoribosyltransferase,ENSMUSG00000020572
Q99KR3,4,2685.7674556964807,Lactb2,"lactamase, beta 2",ENSMUSG00000025937
Q99KR7,4,6989.006028519041,Ppif,peptidylprolyl isomerase F (cyclophilin F),ENSMUSG00000021868
Q99KV1,4,3945.275893849567,Dnajb11,DnaJ heat shock protein family (Hsp40) member B11,ENSMUSG00000004460
Q99L04,4,4487.935598642847,Dhrs1,dehydrogenase/reductase (SDR family) member 1,ENSMUSG00000002332
Q99L13,4,6049.497120134428,Hibadh,3-hydroxyisobutyrate dehydrogenase,ENSMUSG00000029776
Q99L20,4,3607.7058368662047,Gstt3,"glutathione S-transferase, theta 3",ENSMUSG00000001665
Q99L45,4,1758.321503156203,Eif2s2,"eukaryotic translation initiation factor 2, subunit 2 (beta)",ENSMUSG00000074656
Q99L47,4,2880.562465338739,St13,suppression of tumorigenicity 13,ENSMUSG00000022403
Q99L88,4,2311.533493451224,Sntb1,"syntrophin, basic 1",ENSMUSG00000060429
Q99LB2,4,3482.200578690361,Dhrs4,dehydrogenase/reductase (SDR family) member 4,ENSMUSG00000022210
Q99LB7,4,9046.683831612576,Sardh,sarcosine dehydrogenase,ENSMUSG00000009614
Q99LC3,4,7145.205171909749,Ndufa10,NADH:ubiquinone oxidoreductase subunit A10,ENSMUSG00000026260
Q99LC5,4,7968.763604124692,Etfa,"electron transferring flavoprotein, alpha polypeptide",ENSMUSG00000032314
Q99LF4,4,3144.6373393232852,Rtcb,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",ENSMUSG00000001783
Q99LM2,4,754.6535623989594,Cdk5rap3,CDK5 regulatory subunit associated protein 3,ENSMUSG00000018669
Q99LP6,4,3244.503419811002,Grpel1,"GrpE-like 1, mitochondrial",ENSMUSG00000029198
Q99LX0,4,3127.5983426376733,Park7,"Parkinson disease (autosomal recessive, early onset) 7",ENSMUSG00000028964
Q99M28,4,2355.4684540364988,Rnps1,RNA binding protein with serine rich domain 1,ENSMUSG00000034681
Q99M87,4,1575.2160589614311,Dnaja3,DnaJ heat shock protein family (Hsp40) member A3,ENSMUSG00000004069
Q99MN1,4,2707.2775898751356,Kars,lysyl-tRNA synthetase,ENSMUSG00000031948
Q99MN9,4,3200.2840123655783,Pccb,"propionyl Coenzyme A carboxylase, beta polypeptide",ENSMUSG00000032527
Q99MR6,4,1391.6469445248042,Srrt,serrate RNA effector molecule homolog (Arabidopsis),ENSMUSG00000037364
Q99MR8,4,3467.289539707387,Mccc1,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha),ENSMUSG00000027709
Q99MZ7,4,5647.236200516887,Pecr,peroxisomal trans-2-enoyl-CoA reductase,ENSMUSG00000026189
Q99N19,4,1909.1600890023615,Cyp4f13,"cytochrome P450, family 4, subfamily f, polypeptide 13",ENSMUSG00000024055
Q99N87,4,1732.4108756986977,Mrps5,mitochondrial ribosomal protein S5,ENSMUSG00000027374
Q99NB9,4,1978.8853405050356,NA,NA,NA
Q99P30,4,5697.980492377271,Nudt7,nudix (nucleoside diphosphate linked moiety X)-type motif 7,ENSMUSG00000031767
Q99PG0,4,9499.907081192494,Aadac,arylacetamide deacetylase,ENSMUSG00000027761
Q99PL5,4,5320.290052623904,Rrbp1,ribosome binding protein 1,ENSMUSG00000027422
Q99PT1,4,3337.4493359951475,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha,ENSMUSG00000025132
Q99PV0,4,1694.265429927673,Prpf8,pre-mRNA processing factor 8,ENSMUSG00000020850
Q9CPP6,4,4024.4927321230352,Ndufa5,NADH:ubiquinone oxidoreductase subunit A5,ENSMUSG00000023089
Q9CPQ1,4,31909.04069579496,Cox6c,cytochrome c oxidase subunit 6C,ENSMUSG00000014313
Q9CPQ8,4,9510.294225131278,Atp5l,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",ENSMUSG00000038717
Q9CPR4,4,9659.397562829052,NA,NA,NA
Q9CPU0,4,7082.813309828556,Glo1,glyoxalase 1,ENSMUSG00000024026
Q9CPV4,4,2211.3743552772344,Glod4,glyoxalase domain containing 4,ENSMUSG00000017286
Q9CPW4,4,3213.973568333427,Arpc5,"actin related protein 2/3 complex, subunit 5",ENSMUSG00000008475
Q9CPX4,4,6804.5619237193805,Ftl1,ferritin light polypeptide 1,ENSMUSG00000050708
Q9CPX8,4,1811.4615499025626,Uqcr11,"ubiquinol-cytochrome c reductase, complex III subunit XI",ENSMUSG00000020163
Q9CPY7,4,5423.183464367553,Lap3,leucine aminopeptidase 3,ENSMUSG00000039682
Q9CQ54,4,4046.025478907417,Ndufc2,NADH:ubiquinone oxidoreductase subunit C2,ENSMUSG00000030647
Q9CQ60,4,797.9776522791217,Pgls,6-phosphogluconolactonase,ENSMUSG00000031807
Q9CQ62,4,7621.281653148664,Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",ENSMUSG00000028223
Q9CQ69,4,12517.275645408703,Uqcrq,"ubiquinol-cytochrome c reductase, complex III subunit VII",ENSMUSG00000044894
Q9CQ73,4,2820.2166788951536,Pkp2,plakophilin 2,ENSMUSG00000041957
Q9CQ75,4,2570.197062906812,Ndufa2,NADH:ubiquinone oxidoreductase subunit A2,ENSMUSG00000014294
Q9CQ92,4,2244.6085641846157,Fis1,"fission, mitochondrial 1",ENSMUSG00000019054
Q9CQA3,4,10945.05478938806,Sdhb,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",ENSMUSG00000009863
Q9CQC6,4,1399.8365845006651,Bzw1,basic leucine zipper and W2 domains 1,ENSMUSG00000051223
Q9CQC9,4,6235.910954547683,Sar1b,secretion associated Ras related GTPase 1B,ENSMUSG00000020386
Q9CQE1,4,2000.5909909815718,Nipsnap3b,nipsnap homolog 3B,ENSMUSG00000015247
Q9CQE8,4,1194.7160900095887,Rtraf,"RNA transcription, translation and transport factor",ENSMUSG00000021807
Q9CQF9,4,2836.020015382346,Pcyox1,prenylcysteine oxidase 1,ENSMUSG00000029998
Q9CQH3,4,4559.949548355846,Ndufb5,NADH:ubiquinone oxidoreductase subunit B5,ENSMUSG00000027673
Q9CQH7,4,2192.7548291101616,Btf3l4,basic transcription factor 3-like 4,ENSMUSG00000028568
Q9CQI6,4,1740.758391129011,Cotl1,coactosin-like 1 (Dictyostelium),ENSMUSG00000031827
Q9CQJ8,4,3176.798418655671,Ndufb9,NADH:ubiquinone oxidoreductase subunit B9,ENSMUSG00000022354
Q9CQM9,4,3511.787926389566,Glrx3,glutaredoxin 3,ENSMUSG00000031068
Q9CQN1,4,3079.898672768394,Trap1,TNF receptor-associated protein 1,ENSMUSG00000005981
Q9CQQ7,4,6572.839850130488,Atp5pb,ATP synthase peripheral stalk-membrane subunit b,ENSMUSG00000000563
Q9CQR4,4,2212.8288370061155,Acot13,acyl-CoA thioesterase 13,ENSMUSG00000006717
Q9CQS8,4,5193.009275991286,Sec61b,Sec61 beta subunit,ENSMUSG00000053317
Q9CQU0,4,1244.7049269281983,Txndc12,thioredoxin domain containing 12 (endoplasmic reticulum),ENSMUSG00000028567
Q9CQU3,4,3702.4635537050945,Rer1,retention in endoplasmic reticulum sorting receptor 1,ENSMUSG00000029048
Q9CQV5,4,1560.8886030812305,Mrps24,mitochondrial ribosomal protein S24,ENSMUSG00000020477
Q9CQV8,4,1989.2597520816262,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",ENSMUSG00000018326
Q9CQW1,4,998.1504106764495,Ykt6,YKT6 v-SNARE homolog (S. cerevisiae),ENSMUSG00000002741
Q9CQX2,4,10181.980567488738,Cyb5b,cytochrome b5 type B,ENSMUSG00000031924
Q9CQY5,4,4112.465603709185,NA,NA,NA
Q9CQZ5,4,3364.931363098167,Ndufa6,NADH:ubiquinone oxidoreductase subunit A6,ENSMUSG00000022450
Q9CQZ6,4,6254.947595478782,Ndufb3,NADH:ubiquinone oxidoreductase subunit B3,ENSMUSG00000026032
Q9CR09,4,1541.46685373865,Ufc1,ubiquitin-fold modifier conjugating enzyme 1,ENSMUSG00000062963
Q9CR16,4,2493.4956215549214,Ppid,peptidylprolyl isomerase D (cyclophilin D),ENSMUSG00000027804
Q9CR21,4,5877.016071300107,Ndufab1,NADH:ubiquinone oxidoreductase subunit AB1,ENSMUSG00000030869
Q9CR57,4,15062.52706198077,Rpl14,ribosomal protein L14,ENSMUSG00000025794
Q9CR59,4,1420.4240947326612,Gadd45gip1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",ENSMUSG00000033751
Q9CR61,4,5177.632332721024,Ndufb7,NADH:ubiquinone oxidoreductase subunit B7,ENSMUSG00000033938
Q9CR62,4,3427.9298568748536,Slc25a11,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",ENSMUSG00000014606
Q9CR68,4,3887.665679102598,Uqcrfs1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",ENSMUSG00000038462
Q9CR98,4,3741.545473264276,Fam136a,"family with sequence similarity 136, member A",ENSMUSG00000057497
Q9CRA4,4,3190.375065070448,Msmo1,methylsterol monoxygenase 1,ENSMUSG00000031604
Q9CRB9,4,9487.66654603632,Chchd3,coiled-coil-helix-coiled-coil-helix domain containing 3,ENSMUSG00000053768
Q9CVB6,4,3187.2835602973455,Arpc2,"actin related protein 2/3 complex, subunit 2",ENSMUSG00000006304
Q9CW42,4,2347.4549955878006,Mtarc1,mitochondrial amidoxime reducing component 1,ENSMUSG00000026621
Q9CWJ9,4,1594.304477219601,Atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ENSMUSG00000026192
Q9CWK8,4,3542.379396585916,Snx2,sorting nexin 2,ENSMUSG00000034484
Q9CWS0,4,2234.0843618102094,Ddah1,dimethylarginine dimethylaminohydrolase 1,ENSMUSG00000028194
Q9CX56,4,1334.5986207575722,Psmd8,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",ENSMUSG00000030591
Q9CXF0,4,2617.505770130611,Kynu,kynureninase,ENSMUSG00000026866
Q9CXI5,4,2273.625093910451,NA,NA,NA
Q9CXJ4,4,2778.062310086288,Abcb8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",ENSMUSG00000028973
Q9CXN7,4,3982.092209387284,Pbld2,phenazine biosynthesis-like protein domain containing 2,ENSMUSG00000020072
Q9CXS4,4,2309.0255454754124,Cenpv,centromere protein V,ENSMUSG00000018509
Q9CXT8,4,1214.0166876391334,Pmpcb,peptidase (mitochondrial processing) beta,ENSMUSG00000029017
Q9CXW2,4,1101.185861674859,Mrps22,mitochondrial ribosomal protein S22,ENSMUSG00000032459
Q9CXW3,4,1438.7434010631453,Cacybp,calcyclin binding protein,ENSMUSG00000014226
Q9CXW4,4,12894.932533734094,Rpl11,ribosomal protein L11,ENSMUSG00000059291
Q9CXZ1,4,4127.823610493294,Ndufs4,NADH:ubiquinone oxidoreductase core subunit S4,ENSMUSG00000021764
Q9CY27,4,7502.123267752946,Tecr,"trans-2,3-enoyl-CoA reductase",ENSMUSG00000031708
Q9CY50,4,4984.427812991295,Ssr1,"signal sequence receptor, alpha",ENSMUSG00000021427
Q9CY58,4,2562.2929878259406,Serbp1,serpine1 mRNA binding protein 1,ENSMUSG00000036371
Q9CY64,4,2479.5263688441637,Blvra,biliverdin reductase A,ENSMUSG00000001999
Q9CYH2,4,2644.861892098751,Prxl2a,peroxiredoxin like 2A,ENSMUSG00000021792
Q9CYN2,4,2320.2706073877666,Spcs2,signal peptidase complex subunit 2 homolog (S. cerevisiae),ENSMUSG00000035227
Q9CYZ2,4,1539.394399194424,Tpd52l2,tumor protein D52-like 2,ENSMUSG00000000827
Q9CZ13,4,9581.01493120618,Uqcrc1,ubiquinol-cytochrome c reductase core protein 1,ENSMUSG00000025651
Q9CZ30,4,1847.1624687445692,Ola1,Obg-like ATPase 1,ENSMUSG00000027108
Q9CZ44,4,1284.378564693068,Nsfl1c,NSFL1 (p97) cofactor (p47),ENSMUSG00000027455
Q9CZB0,4,4308.352465801846,Sdhc,"succinate dehydrogenase complex, subunit C, integral membrane protein",ENSMUSG00000058076
Q9CZD3,4,1190.6867383710187,Gars,glycyl-tRNA synthetase,ENSMUSG00000029777
Q9CZM2,4,10803.182410745598,Rpl15,ribosomal protein L15,ENSMUSG00000012405
Q9CZN7,4,4003.7367097878246,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial),ENSMUSG00000025403
Q9CZS1,4,6903.534424019426,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1",ENSMUSG00000035561
Q9CZU6,4,6771.164913328602,Cs,citrate synthase,ENSMUSG00000005683
Q9CZW5,4,4374.170042605275,Tomm70a,translocase of outer mitochondrial membrane 70A,ENSMUSG00000022752
Q9CZX8,4,7845.846257749306,Rps19,ribosomal protein S19,ENSMUSG00000040952
Q9CZX9,4,3067.013767504724,Emc4,ER membrane protein complex subunit 4,ENSMUSG00000027131
Q9D023,4,7435.841331179756,Mpc2,mitochondrial pyruvate carrier 2,ENSMUSG00000026568
Q9D024,4,2275.3461229494924,Ccdc47,coiled-coil domain containing 47,ENSMUSG00000078622
Q9D051,4,4111.344582770435,Pdhb,pyruvate dehydrogenase (lipoamide) beta,ENSMUSG00000021748
Q9D0E1,4,6163.609179156871,Hnrnpm,heterogeneous nuclear ribonucleoprotein M,ENSMUSG00000059208
Q9D0F3,4,8053.025844678969,Lman1,"lectin, mannose-binding, 1",ENSMUSG00000041891
Q9D0F9,4,4774.791250050206,Pgm1,phosphoglucomutase 1,ENSMUSG00000025791
Q9D0I9,4,2796.701816588783,Rars,arginyl-tRNA synthetase,ENSMUSG00000018848
Q9D0M1,4,786.6664887292853,Prpsap1,phosphoribosyl pyrophosphate synthetase-associated protein 1,ENSMUSG00000015869
Q9D0M3,4,7305.154679580449,Cyc1,cytochrome c-1,ENSMUSG00000022551
Q9D0R2,4,3659.1111680280246,Tars,threonyl-tRNA synthetase,ENSMUSG00000022241
Q9D0S9,4,4677.93010337571,Hint2,histidine triad nucleotide binding protein 2,ENSMUSG00000028470
Q9D0T1,4,3277.399855533514,Snu13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",ENSMUSG00000063480
Q9D154,4,1764.145818131382,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",ENSMUSG00000044734
Q9D172,4,3657.134853641769,Gatd3a,glutamine amidotransferase like class 1 domain containing 3A,ENSMUSG00000053329
Q9D1A2,4,1787.362717295663,Cndp2,CNDP dipeptidase 2 (metallopeptidase M20 family),ENSMUSG00000024644
Q9D1D4,4,4792.231147475588,Tmed10,transmembrane p24 trafficking protein 10,ENSMUSG00000021248
Q9D1G1,4,3828.8880678328114,Rab1b,"RAB1B, member RAS oncogene family",ENSMUSG00000024870
Q9D1J3,4,2058.372488476519,Sarnp,SAP domain containing ribonucleoprotein,ENSMUSG00000078427
Q9D1M0,4,2532.357636834044,Sec13,"SEC13 homolog, nuclear pore and COPII coat complex component",ENSMUSG00000030298
Q9D1Q6,4,1686.7016989393296,Erp44,endoplasmic reticulum protein 44,ENSMUSG00000028343
Q9D1R9,4,6963.485733454686,Rpl34,ribosomal protein L34,ENSMUSG00000062006
Q9D2C7,4,6365.4157954855145,Tmbim6,transmembrane BAX inhibitor motif containing 6,ENSMUSG00000023010
Q9D2G2,4,4558.008706828716,Dlst,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),ENSMUSG00000004789
Q9D338,4,1301.0626343150202,Mrpl19,mitochondrial ribosomal protein L19,ENSMUSG00000030045
Q9D379,4,11740.941024718812,Ephx1,"epoxide hydrolase 1, microsomal",ENSMUSG00000038776
Q9D3D9,4,7789.922019179048,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",ENSMUSG00000003072
Q9D404,4,1140.6306089326001,Oxsm,"3-oxoacyl-ACP synthase, mitochondrial",ENSMUSG00000021786
Q9D5T0,4,1858.2650442546562,Atad1,"ATPase family, AAA domain containing 1",ENSMUSG00000013662
Q9D6J5,4,4517.799298326801,Ndufb8,NADH:ubiquinone oxidoreductase subunit B8,ENSMUSG00000025204
Q9D6J6,4,3534.6739367710775,Ndufv2,NADH:ubiquinone oxidoreductase core subunit V2,ENSMUSG00000024099
Q9D6M3,4,3132.7410885733398,Slc25a22,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",ENSMUSG00000019082
Q9D6R2,4,3985.755054369086,Idh3a,isocitrate dehydrogenase 3 (NAD+) alpha,ENSMUSG00000032279
Q9D6S7,4,1325.3553681631402,Mrrf,mitochondrial ribosome recycling factor,ENSMUSG00000026887
Q9D6U8,4,969.8222321569658,Fam162a,"family with sequence similarity 162, member A",ENSMUSG00000003955
Q9D6Y7,4,3503.488899669036,Msra,methionine sulfoxide reductase A,ENSMUSG00000054733
Q9D6Y9,4,3687.315302002827,Gbe1,"glucan (1,4-alpha-), branching enzyme 1",ENSMUSG00000022707
Q9D6Z1,4,3300.044966984326,Nop56,NOP56 ribonucleoprotein,ENSMUSG00000027405
Q9D710,4,773.5952588000996,Tmx2,thioredoxin-related transmembrane protein 2,ENSMUSG00000050043
Q9D7B6,4,2780.0473987049972,Acad8,"acyl-Coenzyme A dehydrogenase family, member 8",ENSMUSG00000031969
Q9D7G0,4,1019.0650455459081,Prps1,phosphoribosyl pyrophosphate synthetase 1,ENSMUSG00000031432
Q9D7J9,4,2838.2752724551083,Echdc3,enoyl Coenzyme A hydratase domain containing 3,ENSMUSG00000039063
Q9D7N9,4,2676.174894815965,Apmap,adipocyte plasma membrane associated protein,ENSMUSG00000033096
Q9D819,4,3260.4259549963654,Ppa1,pyrophosphatase (inorganic) 1,ENSMUSG00000020089
Q9D826,4,4670.093355540651,Pipox,pipecolic acid oxidase,ENSMUSG00000017453
Q9D832,4,2197.9644455330827,Dnajb4,DnaJ heat shock protein family (Hsp40) member B4,ENSMUSG00000028035
Q9D855,4,14663.888254257456,NA,NA,NA
Q9D8E6,4,7350.295439356059,Rpl4,ribosomal protein L4,ENSMUSG00000032399
Q9D8N0,4,6141.689870825113,Eef1g,eukaryotic translation elongation factor 1 gamma,ENSMUSG00000071644
Q9D8U8,4,2748.49322524799,Snx5,sorting nexin 5,ENSMUSG00000027423
Q9D8V0,4,2207.06977863039,H13,histocompatibility 13,ENSMUSG00000019188
Q9D8W5,4,2801.7861755787476,Psmd12,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",ENSMUSG00000020720
Q9D958,4,1393.7720681399403,Spcs1,signal peptidase complex subunit 1 homolog (S. cerevisiae),ENSMUSG00000021917
Q9D9V3,4,1755.165583972345,Echdc1,enoyl Coenzyme A hydratase domain containing 1,ENSMUSG00000019883
Q9DAW9,4,1699.3982307784092,Cnn3,"calponin 3, acidic",ENSMUSG00000053931
Q9DB05,4,1902.4874052321586,Napa,N-ethylmaleimide sensitive fusion protein attachment protein alpha,ENSMUSG00000006024
Q9DB15,4,2828.0090263397337,Mrpl12,mitochondrial ribosomal protein L12,ENSMUSG00000039640
Q9DB20,4,13663.387106856128,Atp5o,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",ENSMUSG00000022956
Q9DB25,4,1889.5431636383091,Alg5,asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase),ENSMUSG00000036632
Q9DB29,4,2265.1754633181677,Iah1,isoamyl acetate-hydrolyzing esterase 1 homolog,ENSMUSG00000062054
Q9DB77,4,9080.50322854877,Uqcrc2,ubiquinol cytochrome c reductase core protein 2,ENSMUSG00000030884
Q9DBA8,4,2240.863645851002,Amdhd1,amidohydrolase domain containing 1,ENSMUSG00000015890
Q9DBB8,4,2406.889892138721,Dhdh,dihydrodiol dehydrogenase (dimeric),ENSMUSG00000011382
Q9DBC0,4,2204.1695804117594,Selenoo,selenoprotein O,ENSMUSG00000035757
Q9DBC7,4,944.3319079680076,Prkar1a,"protein kinase, cAMP dependent regulatory, type I, alpha",ENSMUSG00000020612
Q9DBE0,4,5388.990891136808,Csad,cysteine sulfinic acid decarboxylase,ENSMUSG00000023044
Q9DBF1,4,7211.292715802149,Aldh7a1,"aldehyde dehydrogenase family 7, member A1",ENSMUSG00000053644
Q9DBG1,4,9214.361265851921,Cyp27a1,"cytochrome P450, family 27, subfamily a, polypeptide 1",ENSMUSG00000026170
Q9DBG3,4,2358.594905642247,Ap2b1,"adaptor-related protein complex 2, beta 1 subunit",ENSMUSG00000035152
Q9DBG5,4,895.0536710752211,Plin3,perilipin 3,ENSMUSG00000024197
Q9DBG6,4,5955.73824452002,Rpn2,ribophorin II,ENSMUSG00000027642
Q9DBG7,4,2968.9359414249866,Srpr,signal recognition particle receptor ('docking protein'),ENSMUSG00000032042
Q9DBH5,4,4299.182687518699,Lman2,"lectin, mannose-binding 2",ENSMUSG00000021484
Q9DBJ1,4,1936.7084983069792,Pgam1,phosphoglycerate mutase 1,ENSMUSG00000011752
Q9DBK0,4,1904.911977494244,Acot12,acyl-CoA thioesterase 12,ENSMUSG00000021620
Q9DBL1,4,3175.325552616982,Acadsb,"acyl-Coenzyme A dehydrogenase, short/branched chain",ENSMUSG00000030861
Q9DBL7,4,2212.9170691460454,Coasy,Coenzyme A synthase,ENSMUSG00000001755
Q9DBM2,4,6418.764653185349,Ehhadh,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase",ENSMUSG00000022853
Q9DBN5,4,3340.599183579774,Lonp2,"lon peptidase 2, peroxisomal",ENSMUSG00000047866
Q9DBP5,4,3690.4865743809196,Cmpk1,cytidine monophosphate (UMP-CMP) kinase 1,ENSMUSG00000028719
Q9DBT9,4,5789.929767157192,Dmgdh,dimethylglycine dehydrogenase precursor,ENSMUSG00000042102
Q9DBW0,4,5140.12346725105,Cyp4v3,"cytochrome P450, family 4, subfamily v, polypeptide 3",ENSMUSG00000079057
Q9DC50,4,1703.5914773967252,Crot,carnitine O-octanoyltransferase,ENSMUSG00000003623
Q9DC51,4,1389.596540585479,Gnai3,"guanine nucleotide binding protein (G protein), alpha inhibiting 3",ENSMUSG00000000001
Q9DC61,4,1532.143167242643,Pmpca,peptidase (mitochondrial processing) alpha,ENSMUSG00000026926
Q9DC69,4,3399.1549089915284,Ndufa9,NADH:ubiquinone oxidoreductase subunit A9,ENSMUSG00000000399
Q9DC70,4,4621.11711422972,Ndufs7,NADH:ubiquinone oxidoreductase core subunit S7,ENSMUSG00000020153
Q9DCC4,4,1184.8479398419001,Pycrl,pyrroline-5-carboxylate reductase-like,ENSMUSG00000022571
Q9DCC8,4,2436.004628661087,Tomm20,translocase of outer mitochondrial membrane 20,ENSMUSG00000093904
Q9DCD0,4,2898.5302405766347,Pgd,phosphogluconate dehydrogenase,ENSMUSG00000028961
Q9DCE9,4,1426.3565432771024,Igtp,interferon gamma induced GTPase,ENSMUSG00000078853
Q9DCF9,4,6381.735834674914,Ssr3,"signal sequence receptor, gamma",ENSMUSG00000027828
Q9DCG2,4,1706.2275809308135,Cd302,CD302 antigen,ENSMUSG00000060703
Q9DCG6,4,5716.6108485314435,Pbld1,phenazine biosynthesis-like protein domain containing 1,ENSMUSG00000112129
Q9DCH4,4,2125.068199882203,Eif3f,"eukaryotic translation initiation factor 3, subunit F",ENSMUSG00000031029
Q9DCJ5,4,7458.532295790046,Ndufa8,NADH:ubiquinone oxidoreductase subunit A8,ENSMUSG00000026895
Q9DCL9,4,2385.9214762671554,Paics,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase",ENSMUSG00000029247
Q9DCM2,4,4452.159166876911,Gstk1,glutathione S-transferase kappa 1,ENSMUSG00000029864
