Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Symbol	Genename	ENSEMBL
Q91VB8	-0.013802971093442175	-0.026456847877160704	-0.0011490943097236441	13.106240788264813	-2.144934823752893	0.032605966354446896	0.0626082621769048	-5.322890162348948	Hba-a1	hemoglobin alpha, adult chain 1	ENSMUSG00000069919
Q68FL6	-0.02129364373761984	-0.04162488405221233	-9.624034230273533e-4	11.25183743651454	-2.061699434377009	0.04016403394761613	0.07394156073041698	-5.3268043759105375	Mars1	methionine-tRNA synthetase 1	ENSMUSG00000040354
Q9DCG6	-0.010890918513124058	-0.02089391062723736	-8.879263990107574e-4	12.521359153436277	-2.1408603419868233	0.03293037323941817	0.06299898821690404	-5.32792384785931	Pbld1	phenazine biosynthesis-like protein domain containing 1	ENSMUSG00000112129
Q8VBZ3	-0.015543753956046074	-0.030496349453375267	-5.911584587168835e-4	10.988678597649212	-2.046641863923003	0.041663167767993364	0.07616319441096331	-5.356756634605741	Clptm1	cleft lip and palate associated transmembrane protein 1	ENSMUSG00000002981
Q6ZQ38	-0.013851370941893055	-0.026719354594541396	-9.83387289244712e-4	10.84795212612374	-2.1166981763823167	0.03495517469684384	0.06574601450200593	-5.358921094755363	Cand1	cullin associated and neddylation disassociated 1	ENSMUSG00000020114
Q9D0R2	-0.01687770311471637	-0.0325718499704431	-0.0011835562589896376	12.140324297888515	-2.114793700070327	0.03512571384867808	0.06598736868447577	-5.362669666636781	Tars	threonyl-tRNA synthetase	ENSMUSG00000022241
P15864	-0.016797287080737612	-0.03226121490510768	-0.001333359256367548	13.440093888071228	-2.135629255990994	0.033335955102397945	0.06361916706355066	-5.362866083507458	H1f2	H1.2 linker histone, cluster member	ENSMUSG00000036181
Q9Z2W0	-0.024605637833305636	-0.049126035683033586	-8.523998357768889e-5	11.27717720049701	-1.9780407470338122	0.04921599051333126	0.08680740961848993	-5.368692262011688	Dnpep	aspartyl aminopeptidase	ENSMUSG00000026209
O08529	-0.03511190788861814	-0.07040050640479507	1.7669062755878984e-4	12.404099478700994	-1.9611622473634067	0.0511478935142009	0.08942299503657271	-5.386180981987845	Capn2	calpain 2	ENSMUSG00000026509
Q8BMJ2	-0.01742404034967939	-0.03396278593493665	-8.85294764422135e-4	11.201576778956166	-2.0727040475892946	0.038998733801667414	0.07205085216549192	-5.387523849098802	Lars	leucyl-tRNA synthetase	ENSMUSG00000024493
D3YW09	-0.03302499236522938	-0.06590539226969097	-1.4459246076778398e-4	13.70013820839159	-1.979203431345803	0.04900945757087925	0.08677096209066014	-5.393123407646657	NA	NA	NA
D3YXK2	-0.02444531149186503	-0.04866168267000301	-2.289403137270482e-4	12.25113208239346	-1.9884154656364184	0.04788978747992782	0.0854471893049397	-5.396614384596636	Safb	scaffold attachment factor B	ENSMUSG00000071054
O88587	0.007183162111021563	5.168516733597365e-4	0.01384947254868339	12.165772141738424	2.118472183639228	0.03476441632933977	0.0654660032804314	-5.399852579694487	Comt	catechol-O-methyltransferase	ENSMUSG00000000326
Q99KB8	-0.02165788145718723	-0.042599828324172265	-7.159345902021941e-4	11.575940415424958	-2.035303422240902	0.04271233849224235	0.07789893239600326	-5.404268064883722	Hagh	hydroxyacyl glutathione hydrolase	ENSMUSG00000024158
P31001	-0.02660290441021149	-0.05299716432910908	-2.0864449131390017e-4	11.839799913187527	-1.9857479351237215	0.04823083596175177	0.08579136952930633	-5.409708042431386	Des	desmin	ENSMUSG00000026208
O35490	-0.006442071839982867	-0.012446049669483993	-4.380940104817413e-4	14.272911179441493	-2.109497990239933	0.03553581441253791	0.06667764456998411	-5.418613875742247	Bhmt	betaine-homocysteine methyltransferase	ENSMUSG00000074768
Q91YR1	-0.02455726940303208	-0.048837057914394195	-2.7748089166996365e-4	11.577033881253424	-1.9927796065973298	0.0474596452824253	0.0848734846412251	-5.4319687482062635	Twf1	twinfilin actin binding protein 1	ENSMUSG00000022451
G3UXW9	-0.02401063771627967	-0.04783493376733028	-1.863416652290624e-4	10.673423367468487	-1.984236511108762	0.048247353689226016	0.08579136952930633	-5.435260697657592	Gps1	G protein pathway suppressor 1	ENSMUSG00000025156
Q8QZY1	-0.01992761618862177	-0.03920470688997525	-6.505254872682907e-4	11.487941406753867	-2.0339562192694642	0.042797540691734956	0.07796335209927942	-5.4374899077182945	Eif3l	eukaryotic translation initiation factor 3, subunit L	ENSMUSG00000033047
Q61937	-0.01392849473286334	-0.027008596971677245	-8.483924940494367e-4	12.301067427825373	-2.0938020165483633	0.03694413222956605	0.06882440843243354	-5.439400829663329	Npm1	nucleophosmin 1	ENSMUSG00000057113
O09012	-0.020636733791745694	-0.040943684029659866	-3.2978355383152247e-4	11.519876433791685	-2.0003319947482785	0.04641787350342475	0.0832008443645102	-5.448870838840287	Pex5	peroxisomal biogenesis factor 5	ENSMUSG00000005069
P32020	0.004530184783141769	2.7624813598806086e-4	0.008784121430295477	13.49846494600679	2.0937148405093526	0.036928073250513456	0.06882440843243354	-5.451420978195666	Scp2	sterol carrier protein 2, liver	ENSMUSG00000028603
P80317	0.006543926687305106	3.835128753421589e-4	0.012704340499268054	11.50491800463492	2.0886057315845306	0.037405580667685775	0.06952414411342571	-5.451847666550879	Cct6a	chaperonin containing Tcp1, subunit 6a (zeta)	ENSMUSG00000029447
P70670	-0.018058446428001317	-0.03581739821743261	-2.9949463857002756e-4	11.373125359120264	-2.0013834593953757	0.046284059257924365	0.08315170645992619	-5.453512199114072	Naca	nascent polypeptide-associated complex alpha polypeptide	ENSMUSG00000061315
P21279	-0.023692218793784265	-0.04722625815967678	-1.5817942789175116e-4	11.386048704949014	-1.9819712837651569	0.04849058572210795	0.08612589259506219	-5.459682556531533	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	ENSMUSG00000024639
P62908	0.00433338861816646	2.538612708120492e-4	0.008412915965520872	13.01406246320134	2.0883843100626693	0.037408704542156765	0.06952414411342571	-5.462446681276477	Rps3	ribosomal protein S3	ENSMUSG00000030744
Q8VCZ9	-0.02628654410108508	-0.05209657298209609	-4.7651522007407035e-4	12.813458577812261	-2.004616666963405	0.04594468522468845	0.08273219240344244	-5.464686345113313	Prodh2	proline dehydrogenase (oxidase) 2	ENSMUSG00000036892
P62137	-0.024121017923437883	-0.04813257210004369	-1.0946374683207943e-4	11.076320930569166	-1.978231672721401	0.048972393894366015	0.08677096209066014	-5.466827981000503	Ppp1ca	protein phosphatase 1 catalytic subunit alpha	ENSMUSG00000040385
Q8BU14	-0.02318377745400454	-0.046145109619886326	-2.2244528812275996e-4	11.926259327504136	-1.9874955569484603	0.04783619030106333	0.0854471893049397	-5.468916842195279	Sec62	SEC62 homolog (S. cerevisiae)	ENSMUSG00000027706
P99026	-0.017774663010094505	-0.03486860082855142	-6.807251916375878e-4	11.769482346738847	-2.0453487156301793	0.04159542924683569	0.0761284027082016	-5.47152106472528	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	ENSMUSG00000005779
Q9QZE5	-0.011020403239641601	-0.021476007184721202	-5.647992945619993e-4	11.428358109569277	-2.072447655669617	0.038898351063643366	0.07195044107985157	-5.476185763360833	Copg1	coatomer protein complex, subunit gamma 1	ENSMUSG00000030058
P16254	-0.02953531743838096	-0.05899234310427162	-7.829177249029165e-5	11.885933688229656	-1.9745617240394076	0.049398741200622084	0.08685065522674051	-5.476457432955934	Srp14	signal recognition particle 14	ENSMUSG00000009549
Q8K0D5	-0.01730982798104823	-0.03455753449909502	-6.212146300143412e-5	11.002363260335173	-1.9758952776707095	0.04918634425338532	0.08680740961848993	-5.477850730690486	Gfm1	G elongation factor, mitochondrial 1	ENSMUSG00000027774
Q922E4	-0.017158350334155678	-0.033899648633966765	-4.1705203434459076e-4	11.603436911763733	-2.016831331743506	0.04459335092215975	0.08104582266434382	-5.481338320644312	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	ENSMUSG00000025137
P34152	0.02210857568543	5.049527307706726e-4	0.04371219864008932	14.675490022310623	2.0134493994810407	0.04491077226226722	0.08124483454389313	-5.485679264253042	Ptk2	PTK2 protein tyrosine kinase 2	ENSMUSG00000022607
O55022	0.011581828203467804	4.90888352096425e-4	0.022672768054839185	13.441407352371483	2.0537036067495644	0.04073533558636329	0.07472926000174393	-5.486543461726701	Pgrmc1	progesterone receptor membrane component 1	ENSMUSG00000006373
Q9JJJ3	0.026743955467622288	-0.0017033744876391067	0.05519128542288368	12.231469974154926	1.8537365010757925	0.06523828311971609	0.10928985693045686	-5.493599862540523	Aqp9	aquaporin 9	ENSMUSG00000032204
Q9CQM9	-0.016621574718986336	-0.03260367562693295	-6.39473811039723e-4	11.958417566638492	-2.0452706803815226	0.04155566678093629	0.0761284027082016	-5.496369380324625	Glrx3	glutaredoxin 3	ENSMUSG00000031068
P80313	0.008956163798063146	4.0121156553851213e-4	0.017511116030587782	11.585241022058034	2.0585525727667764	0.04023017639518186	0.07397619494784617	-5.499454966117154	Cct7	chaperonin containing Tcp1, subunit 7 (eta)	ENSMUSG00000030007
Q9WVE8	-0.023109671164602903	-0.04664717667992274	4.278343507169331e-4	11.300156229340262	-1.9341514262658543	0.05427735920869895	0.09353419232987482	-5.50142983878558	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	ENSMUSG00000016664
Q9CRA4	-0.01728630314173486	-0.03492371510427432	3.511088208046041e-4	11.968747676028638	-1.9309967754189827	0.05469912017814782	0.0940536026825578	-5.502414612829478	Msmo1	methylsterol monoxygenase 1	ENSMUSG00000031604
Q921M3	-0.022846815829526926	-0.04629014500607084	5.965133470169949e-4	10.868379572436007	-1.9206809446140125	0.05606742121069245	0.09608923174595647	-5.502520857794528	Sf3b3	splicing factor 3b, subunit 3	ENSMUSG00000033732
Q91VR5	-0.020404688529032714	-0.040362496961271026	-4.4688009679440255e-4	11.042895640421495	-2.011374096418091	0.045114913888407326	0.0814256471219176	-5.506778095297791	Ddx1	DEAD box helicase 1	ENSMUSG00000037149
Q8R5L1	-0.015010133365270304	-0.02964289625927713	-3.7737047126347976e-4	12.353562558098057	-2.017702430847992	0.04440853593884112	0.08080389018906714	-5.506836572673107	C1qbp	complement component 1, q subcomponent binding protein	ENSMUSG00000018446
Q8C650	-0.032439794849007386	-0.0657048343355931	8.252446375783332e-4	11.848599492824016	-1.9212974685619764	0.055911507483772035	0.09592720768071974	-5.515928019500246	Septin10	septin 10	ENSMUSG00000019917
P63037	0.013211235117766779	3.072780028280566e-4	0.026115192232705503	11.965764146336573	2.013943852833978	0.04481802643650423	0.08120169906539172	-5.5248303582457226	Dnaja1	DnaJ heat shock protein family (Hsp40) member A1	ENSMUSG00000028410
Q922D8	0.004900791425864511	2.1123581161287472e-4	0.009590347040116147	12.079754183139357	2.0545994203817806	0.040580890591753065	0.07453341009977678	-5.53168818495448	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase	ENSMUSG00000021048
Q9D8V0	-0.019805644699261757	-0.03991232439379372	3.010349952702017e-4	11.458534949168001	-1.9395607002843989	0.053504219646025405	0.09250784879063906	-5.54364665427242	H13	histocompatibility 13	ENSMUSG00000019188
P54775	-0.015492568066708162	-0.03063705729789267	-3.4807883552365193e-4	10.975502257886886	-2.0118989818143986	0.04498882058823974	0.08129193824210255	-5.559990458586803	Psmc4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	ENSMUSG00000030603
Q9CQH7	-0.015313264246310312	-0.03068184029269446	5.531180007383764e-5	11.5818333952141	-1.9609403827445673	0.050824868088629585	0.08895774784157676	-5.563314920278818	Btf3l4	basic transcription factor 3-like 4	ENSMUSG00000028568
P58252	-0.005323426534042155	-0.010457783259358758	-1.8906980872555098e-4	12.606256735252163	-2.0384396479989095	0.04217738349594542	0.07701314299551716	-5.564416619470148	Eef2	eukaryotic translation elongation factor 2	ENSMUSG00000034994
P97501	-0.025055605015337653	-0.05142403424219939	0.0013128242115240905	12.173306254123915	-1.8724743127430739	0.06244074783870747	0.10528035477011842	-5.569597605449523	Fmo3	flavin containing monooxygenase 3	ENSMUSG00000026691
Q9D0I9	-0.015584942628832053	-0.03084154532605071	-3.2833993161339795e-4	11.907109048328737	-2.0090223111229757	0.045294548915929406	0.08165557088304229	-5.570490813298606	Rars	arginyl-tRNA synthetase	ENSMUSG00000018848
Q9DBL7	0.012352033776962456	2.919971048964357e-4	0.024412070449028475	11.231437357710913	2.01408716397745	0.04473254901301329	0.08120169906539172	-5.575680557311108	Coasy	Coenzyme A synthase	ENSMUSG00000001755
Q61792	-0.014847479596856759	-0.02950370617260778	-1.9125302110573582e-4	12.000954018594609	-1.9926639199854344	0.047100817619759254	0.08432826797214629	-5.581583862490023	Lasp1	LIM and SH3 protein 1	ENSMUSG00000038366
Q99NB9	-0.017159309608461317	-0.03433193077266249	1.3311555739858871e-5	11.299550121504241	-1.9665528924380866	0.050176693756357284	0.08802039544465368	-5.581751687505068	NA	NA	NA
Q91WT9	-0.021955881258267196	-0.0441280383839224	2.16275867388014e-4	11.822004807847765	-1.9489925321885926	0.05226187360711367	0.09076145383102074	-5.592819830721676	Cbs	cystathionine beta-synthase	ENSMUSG00000024039
Q8VCR7	-0.013246503104339684	-0.026435802325594233	-5.720388308513499e-5	11.907119838998199	-1.9757207893998052	0.04902031959440365	0.08677096209066014	-5.594887544448115	NA	NA	NA
Q9QYI3	-0.028477788772732136	-0.058104163007262885	0.0011485854617986138	12.567616592631126	-1.89446945452318	0.059483109836478434	0.100946906269724	-5.597847474705464	Dnajc7	DnaJ heat shock protein family (Hsp40) member C7	ENSMUSG00000014195
Q61768	-0.029719758977224092	-0.05984004142061537	4.0052346616718804e-4	11.164161292316244	-1.9418266863447138	0.05310496006393385	0.09202112259415589	-5.598624180962901	Kif5b	kinesin family member 5B	ENSMUSG00000006740
Q9QZW0	0.015264748165487793	2.4392922067024807e-4	0.03028556711030534	12.076784824820816	1.9984827926091595	0.04641278357155603	0.0832008443645102	-5.598939225093276	Atp11c	ATPase, class VI, type 11C	ENSMUSG00000062949
P07758	-0.019378467121620863	-0.03886011747614197	1.0318323290024398e-4	11.852367559215933	-1.9572358561982373	0.05121821948385316	0.08944589614889664	-5.600373867027949	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A	ENSMUSG00000066366
O09131	-0.01596447709162873	-0.031881057147120515	-4.7897036136949206e-5	11.986192392833662	-1.9732434626985131	0.049318605080754356	0.08680740961848993	-5.607943393273503	Gsto1	glutathione S-transferase omega 1	ENSMUSG00000025068
Q8BVY0	-0.01630194842006505	-0.03290256969845988	2.9867285832978555e-4	10.673389567235578	-1.932483123279999	0.054239404128989435	0.09353419232987482	-5.626382362470501	Rsl1d1	ribosomal L1 domain containing 1	ENSMUSG00000005846
Q9EQS3	-0.023657044299162832	-0.04853984753438023	0.0012257589360545676	10.893482474169394	-1.8733778730679893	0.06229822752115819	0.10515348770579941	-5.631360347747485	Mycbp	MYC binding protein	ENSMUSG00000028647
Q91ZV0	-0.016158691222666912	-0.03246278215593741	1.453997106035873e-4	11.507475943501692	-1.949824253958621	0.052065982107330835	0.09052183541018698	-5.636733480429901	NA	NA	NA
Q9WV68	0.01294835402216212	4.149440863522244e-5	0.025855213635689017	12.214019995836782	1.9727969969245471	0.04927182853115336	0.08680740961848993	-5.641032797902466	Decr2	2-4-dienoyl-Coenzyme A reductase 2, peroxisomal	ENSMUSG00000036775
Q80W22	-0.024316443473231072	-0.050021861831592046	0.0013889748851298976	11.577533993445643	-1.863800714218249	0.06361550546210026	0.10682138999861146	-5.642368072529712	Thnsl2	threonine synthase-like 2 (bacterial)	ENSMUSG00000054474
Q99LM2	-0.03111131847340771	-0.06538929452526196	0.0031666575784465405	10.634682627865168	-1.7898648561127404	0.07500734512142315	0.12224867614680332	-5.642954184787344	Cdk5rap3	CDK5 regulatory subunit associated protein 3	ENSMUSG00000018669
Q3UJB0	-0.015945907397743445	-0.03201154682806129	1.1973203257440238e-4	11.196604496825096	-1.9526388705103612	0.05172177146214802	0.09022447410193901	-5.648908128253653	Sf3b2	splicing factor 3b, subunit 2	ENSMUSG00000024853
Q9WVK4	-0.024584224388811124	-0.04937499536289529	2.065465852730368e-4	12.50381160362362	-1.9509323520899404	0.05192803656466031	0.09038254025675285	-5.649680427685446	Ehd1	EH-domain containing 1	ENSMUSG00000024772
P70318	-0.02463989452246846	-0.05120792659105562	0.0019281375461187057	12.083282453494974	-1.8272734859815465	0.06894586190102026	0.1147629202889187	-5.657194524159925	Tial1	Tia1 cytotoxic granule-associated RNA binding protein-like 1	ENSMUSG00000030846
Q91W52	0.016648894216044943	-0.0011665477610838804	0.03446433619317377	10.578316956751282	1.8405172027926182	0.06687494085664727	0.11179201343202105	-5.659325358323937	Tmem19	transmembrane protein 19	ENSMUSG00000069520
O88962	-0.017137610066801735	-0.03512774591819244	8.5252578458897e-4	11.924134527238564	-1.8753213160217084	0.061806006215203976	0.10443544617769061	-5.662568082772954	Cyp8b1	cytochrome P450, family 8, subfamily b, polypeptide 1	ENSMUSG00000050445
Q62446	-0.01465729600056145	-0.02959026810668968	2.7567610556678175e-4	11.616389217869427	-1.9311885593830282	0.054355217964106604	0.09356520449107779	-5.670328000769981	Fkbp3	FK506 binding protein 3	ENSMUSG00000020949
Q9QXG4	-0.018490184716477787	-0.03724132872863191	2.6095929567633916e-4	11.864154501722236	-1.93972573801946	0.05325583144066367	0.09218035940393944	-5.6718356171434605	Acss2	acyl-CoA synthetase short-chain family member 2	ENSMUSG00000027605
